input_text,target_text
generate description: REUSABLE STICKER PAD - Vehicles,"REUSABLE STICKER PAD - Vehicles   Fill the reusable scenes with 165 cling-style stickers, and create your own busy airport, train tracks, harbor, construction site, or roadway! Five glossy, full-colour backgrounds set the stage for colourful, kid-friendly stickers. Use the stickers to fill the picture, then pull them up to rearrange the scene again and again! A wonderful toy from Melissa & Doug   Highlights:   Extra-large sticker-activity pad Includes 5 colourful backgrounds and 165+ cling-style, repositionable stickers. Removable background scenes include airport, roadway, construction site, harbor, and railway. Reposition the stickers again and again! Promotes fine motor skills and creative play.   Great quality!   Buy now!"
generate description: Grafix A4 Christmas Sticker Book 10 Sticker Pages Over 1000 Stickers! Assorted Designs,"Get stuck into Christmas with this fabulous value seasonal sticker booklet, with over 1000 fantastic winter fun stickers"
generate description: Giant People Stencils (Set of 12),"Anthony Peters, a UK based company, manufacturers a wide range of children's arts and craft educational products. The Anthony Peters brand promises the best value possible to help parents with developing their child? creativity skills and artistic abilities. Stencils are durable and fully washable to use over and over again. Ideal for use with crayons, coloured pencils, markers or paint. Pack of 12 large people themed stencils ?girl, girl & sandcastle, girl with ball, girl running, girl skipping, ballerina, boy, boy running, boy with ball, boy on bike, boy & teddy bear and boy with kite."
generate description: MADE4U Paint By Numbers Kits Canvas Mounted on Wood Frame with Brushes and Paints for Adults Children Seniors Junior DIY Beginner Level Acrylics Painting Kits on Canvas (Ancient Town),"Colour Name:Ancient Town Dear friends: No matter how did you get this Paint-by-Numbers, when you open it and try to finish it, you have already become an artist, and no matter what do you use it for. It will bring you a joyful surprise. Paint by Numbers is a DIY craft popular in Europe, Japan and Korea. It combines many functions in one, it can be a present for others, your live entertainment and your home the painting artwork. It offers all the basic painting skills, a sense of accomplishment and amusement. You can share the fun of painting with your family, Lover and friends, it will be your own masterpiece for collection."
generate description: Easy Grip Crayons (6),"Anthony Peters, a UK based company, manufacturers a wide range of children's arts and craft educational products. The Anthony Peters brand promises the best value possible to help parents with developing their child? creativity skills and artistic abilities. Set of 6 crayons with easy grip handles. red, yellow, blue, pink, green, black. (sold separately. Recommended for Ages: 3+"
generate description: Djeco Kirigami - Paper Chains,Fold your own Kirigami paper garlands from Djeco. 21.5 cm x 23 cm
"generate description: Quilling Papers 3mm, Pack of 175 - Autumn Colours","Quilling Papers 3mm, Pack of 175 - Autumn Colours. High quality papers in strips approx 450mm long. Use in the craft of quilling for cardmaking, scrapbooking, decorations, mobiles, jewellery, miniatures, paper weaving and more."
generate description: mt Washi Masking Tape deco tape with flowers & stripes,japanese masking tape with blue flowers and stripes
generate description: 2 Speed Craft Heat/Embossing Gun,"This is a 2 speed heat/embossing gun. The lesser heat of 150w is often used for drying, and for using on delicate pieces of Friendly Plastic/Embossing. The higher heat of 300w is also used on Friendly Plastic and for curing. The handle folds away when the heat gun is not in use. It has also a metal rest for when using the heat gun. (Not suitable for use with Children)"
generate description: 25mm Polystyrene Spheres / Balls (Pack of 50),"Anthony Peters, a UK based company, manufacturers a wide range of children's arts and craft educational products. The Anthony Peters brand promises the best value possible to help parents with developing their child? creativity skills and artistic abilities. For a variety of craft activities and model making, Polystyrene Spheres can be painted, pinned, cut or glued. Create Christmas ornaments with sequins and other embellishments, or fun people and animal characters, or even a solar system mobile. Set of 50 Polysterene Spheres, each measuring 25mm (.98"")."
generate description: Reeves Canvas Covered A4 Sketch Pad,"Product Description Customise your sketchbook with your own designed cover. Paint on your design in acrylic. A spiral bound sketchbook featuring a canvas cover makes this ideal for students to customise. Paper inside the sketchbook is suitable for sketching in pencil, pastel and markers. Ideal for student work journals. Reeves has been established since 1766 and as such is built on a heritage second to none. From the development of William Reeves' moist watercolour cake Reeves continues to lead within the fine art, hobby and craft, education colours, grounds and accessories - making us one among the fastest growing art brand in the world. Box Contains"
"generate description: Mini Sticker Pack, 33x20mm Rectangle, Self-Stick Peru Labels, Peruvian Flag Stickers",Mini Sticker Pack of Self-Stick Peruvian Flag Labels Label Size; 33x20mm Rectangles Quantity; Pack of 12 Paper Stickers Adhesive; Standard Permanent Adhesive Supplied on Small Sheets
generate description: Minecraft Sticker Sheet - Mob Caves,"These stickers are most effective when placed in dark places. And no, these stickers do not moan... that is just your imagination. Clear vinyl background with glossy finish. Includes 4 different sticker types - characters and logo!"
generate description: Melissa & Doug Party Favours: Ballerina Doll,"Product Description Ready to star in the ballet of your own design, this wooden ballerina doll comes with 5 coloured pencils, ""gems"", glitter and white glue. With two sides to decorate, she presents two opportunities for creative design and even has a wooden display stand. Box Contains 1 storage box, 1 doll, 1 doll base, 2 glitter tubes, 1 glue tube, 5 coloured pencils, gem assortment"
generate description: Sizzix On The Edge Die Tim Holtz Alterations - Scallops,"True to their name, these oh-so-edgy dies cut eye-popping edges for cards, mini books, scrapbook pages and more. Use with nearly any material, including cardstock, felt, fabric, foam, magnet, leather and craft aluminum.This On the Edge Die showcases the bold and edgy style of Tim Holtz®, and two distinct edges are available on this die. Each On the Edge Die measures 2 3/4"" x 6"" x 5/8"" and is compatible with the BIGkick and Big Shot Machines (with the use of a pair of On the Edge Cutting Pads)."
"generate description: C6 Envelopes, 120 gsm White (50 Pack)","50 premium quality white envelopes, with a gummed triangular flap. These are C6 envelopes and are suitable for use with our A6 card blanks and, with a slightly heavier weight of 120 gsm, they complement any crafting creation for that extra special event. Each envelope is made from 120gsm white paper and is 114mm x 162mm."
generate description: Paper Face Shapes (Pack of 50),"Anthony Peters, a UK based company, manufacturers a wide range of children's arts and craft educational products. The Anthony Peters brand promises the best value possible to help parents with developing their child? creativity skills and artistic abilities. Pack of 50 paper faces in assorted skin tones. Recommended for Ages: 3+"
generate description: My Plate Stickers Rolls (set 5 rolls) Paper,"9"" x 3 1/2"" x 3"" cardboard box with 5 rolls of 1 1/2"" diam. stickers"
generate description: Scoot Boys Scooter Deck Grips and Stickers (Blue),"Colour Name:blue Product Description The perfect way to personalise your scooter. This set includes matching Deck Grips & Stickers. It comes in 3 designs Blue Flames, Red Flames or Flowers. Box Contains 2 x Deck Grips 10 x Flame Stickers"
generate description: One Sheet Gold NUMBERS Peel Off Stickers (15mm) by GC,Check out my other items for more great craft items
"generate description: [ New Release ] Diy Oil Painting by Numbers, Paint by Number Kits - Two Angels 16*20 inches - Digital Oil Painting Canvas Wall Art Artwork Landscape Paintings for Home Living Room Office White Christmas New Year Valentine Decor Decorations Gifts - Diy Paint by Numbers Diy Canvas Kit for Adults Advanced Children Seniors Junior - New Arrival","Colour Name:With Frame Welcome to our store! Find more new GREAT PAINTINGs DIY or by Professional Artist to our gallery shop - U.R.Beautiful Painting Instructions: -- You can decide the drawing turn according to your personal favor or in turns of the numbers. -- For the white paint and other light color paint part, the figures left on the canvas may be seen, you can double use the paint and try to cover with the thick paint. The Paint: -- Use the paint directly and do not add any water. -- Match the number of the paint and the figure on the canvas to fill in the paint. -- If you careless to fill in a wrong color, you can wait the paint to get dry and then cover the wrong part with the correct color on the surface. The Brush: -- Wash the brush cleanly when you change to another color. -- For the large part, you can use the larger brush to paint, and for the small part, you can use the smaller brush to paint. -- Wash the brush cleanly every time you finish painting for the next time use. The Canvas: -- Professional canvas design for DIY oil paint. Attention: -- If you happen to have the paint on your cloth, please wash it immediately. -- Please cover the lid of paint well when you do not use it, in case the paint gets dry. -- The figures on the canvas may not be covered entirely, hope you do not mind. -- The paint we offer is enough for the normal use, please do not waste it in case of the paint shortage. Dont Forget: U R Beautiful"
